vente_id,date_id,client_id,produit_id,quantite,prix_unitaire_vente,montant_total,nom_produit,categorie,prix_unitaire_produit,unite_mesure,origine,nom,prenom,genre,age,ville,statut_marital,date_complete,jour,mois,mois_nom,annee,trimestre
4778,8,363,22,6,458.83,2752.98,Brioche,Pâtisserie,108.55,Unité,Maroc,Kabbaj,Khadija,Femme,37,Rabat,Célibataire,2018-01-08,8,1,January,2018,1
4779,738,689,362,10,320.04,3200.4,Sucre,Épicerie,77.07,Litre,Maroc,Kabbaj,Laila,Femme,37,Rabat,Marié(E),2020-01-08,8,1,January,2020,1
4780,1031,681,337,2,186.81,373.62,Oranges,Fruits,133.36,Kg,France,Boukhari,Fatima,Femme,64,Fès,Célibataire,2020-10-27,27,10,October,2020,4
4781,197,63,4,10,100.09,1000.9,Dattes,Fruits,65.98,Kg,France,Kabbaj,Hassan,Homme,31,Casablanca,Marié(E),2018-07-16,16,7,July,2018,3
4782,1959,874,938,10,329.57,3295.7,Pommes De Terre,Légumes,94.45,Bouteille,Espagne,Bouzid,Amina,Femme,54,Rabat,Célibataire,2023-05-13,13,5,May,2023,2
4783,768,96,889,3,254.81,764.43,Oignons,Légumes,152.54,Paquet,France,Maaroufi,Fatima,Femme,49,Oujda,Marié(E),2020-02-07,7,2,February,2020,1
4784,322,532,785,6,195.54,1173.24,Eau De Javel,Produits Ménagers,91.81,Kg,États-Unis,Toumi,Soufiane,Homme,63,Oujda,Marié(E),2018-11-18,18,11,November,2018,4
4785,2172,291,38,7,13.64,95.48,Carottes,Légumes,160.2,Bouteille,États-Unis,Benali,Laila,Femme,32,Rabat,Célibataire,2023-12-12,12,12,December,2023,4
4786,369,637,383,9,362.73,3264.57,Mouton,Viandes,149.38,Kg,Maroc,Ouazzani,Youssef,Homme,49,Kenitra,Marié(E),2019-01-04,4,1,January,2019,1
4787,635,168,922,9,418.85,3769.65,Pain Au Chocolat,Pâtisserie,188.73,Litre,France,Toumi,Rachid,Homme,64,Rabat,Marié(E),2019-09-27,27,9,September,2019,3
4788,771,859,254,4,228.79,915.16,Croissant,Pâtisserie,79.94,Paquet,France,El Fassi,Rachid,Homme,38,Oujda,Célibataire,2020-02-10,10,2,February,2020,1
4789,617,902,530,3,328.37,985.11,Jus D’Orange,Boissons,31.07,Kg,Maroc,Bouzid,Soufiane,Homme,34,Marrakech,Marié(E),2019-09-09,9,9,September,2019,3
4790,1343,452,937,9,328.89,2960.01,Yaourt,Produits Laitiers,197.47,Bouteille,France,Boukhari,Rachid,Homme,43,Rabat,Marié(E),2021-09-04,4,9,September,2021,3
4791,18,155,309,6,245.8,1474.8,Liquide Vaisselle,Produits Ménagers,73.67,Bouteille,États-Unis,Benali,Laila,Femme,57,Kenitra,Marié(E),2018-01-18,18,1,January,2018,1
4792,324,566,561,7,398.36,2788.52,Bananes,Fruits,131.72,Litre,Espagne,Maaroufi,Amina,Femme,60,Agadir,Célibataire,2018-11-20,20,11,November,2018,4
4793,1332,67,175,8,118.09,944.72,Fromage,Produits Laitiers,146.92,Litre,France,Benslimane,Amina,Femme,18,Tanger,Célibataire,2021-08-24,24,8,August,2021,3
4794,1252,872,208,10,100.19,1001.9,Brioche,Pâtisserie,40.45,Paquet,France,Benslimane,Fatima,Femme,61,Agadir,Marié(E),2021-06-05,5,6,June,2021,2
4795,219,903,642,6,403.66,2421.96,Fromage,Produits Laitiers,75.74,Kg,Maroc,Toumi,Soufiane,Homme,51,Casablanca,Marié(E),2018-08-07,7,8,August,2018,3
4796,557,633,843,8,395.92,3167.36,Savon,Hygiène,133.67,Unité,France,Toumi,Khadija,Femme,59,Tanger,Marié(E),2019-07-11,11,7,July,2019,3
4797,2135,799,487,7,124.77,873.39,Yaourt,Produits Laitiers,16.25,Kg,Maroc,Maaroufi,Khadija,Femme,56,Casablanca,Marié(E),2023-11-05,5,11,November,2023,4
4798,1879,544,215,9,339.3,3053.7,Pain Au Chocolat,Pâtisserie,92.65,Paquet,Maroc,Benali,Mohamed,Homme,21,Tanger,Marié(E),2023-02-22,22,2,February,2023,1
4799,2071,202,713,6,87.38,524.28,Sucre,Épicerie,75.26,Bouteille,Maroc,Benali,Laila,Femme,18,Marrakech,Marié(E),2023-09-02,2,9,September,2023,3
4800,1218,650,122,2,180.41,360.82,Détergent,Produits Ménagers,138.77,Bouteille,France,Toumi,Youssef,Homme,48,Tanger,Marié(E),2021-05-02,2,5,May,2021,2
4801,1708,699,762,3,121.51,364.53,Makrout,Pâtisserie,61.75,Bouteille,États-Unis,Boukhari,Noura,Femme,21,Rabat,Célibataire,2022-09-04,4,9,September,2022,3
4802,767,902,255,6,402.22,2413.32,Pain Au Chocolat,Pâtisserie,186.52,Paquet,France,Bouzid,Soufiane,Homme,34,Marrakech,Marié(E),2020-02-06,6,2,February,2020,1
4803,1892,50,783,7,206.95,1448.65,Tomates,Légumes,16.31,Kg,Maroc,El Fassi,Fatima,Femme,50,Fès,Célibataire,2023-03-07,7,3,March,2023,1
4804,1416,691,470,3,484.26,1452.78,Pommes De Terre,Légumes,7.22,Litre,États-Unis,El Amrani,Noura,Femme,24,Rabat,Marié(E),2021-11-16,16,11,November,2021,4
4805,1558,784,614,2,109.37,218.74,Mouton,Viandes,7.72,Kg,Maroc,El Fassi,Fatima,Femme,61,Kenitra,Célibataire,2022-04-07,7,4,April,2022,2
4806,332,195,666,1,31.92,31.92,Lait,Produits Laitiers,91.1,Litre,Espagne,Toumi,Mohamed,Homme,54,Rabat,Célibataire,2018-11-28,28,11,November,2018,4
4807,1005,736,627,10,158.23,1582.3,Savon,Hygiène,86.31,Litre,Espagne,Benslimane,Laila,Femme,52,Rabat,Marié(E),2020-10-01,1,10,October,2020,4
4808,1700,219,638,7,27.73,194.11,Détergent,Produits Ménagers,179.66,Paquet,Maroc,Toumi,Mohamed,Homme,41,Oujda,Célibataire,2022-08-27,27,8,August,2022,3
4809,40,777,411,2,342.46,684.92,Soda,Boissons,45.72,Unité,Espagne,Benali,Laila,Femme,35,Tanger,Marié(E),2018-02-09,9,2,February,2018,1
4810,1067,72,564,4,485.2,1940.8,Poivrons,Légumes,182.85,Litre,Espagne,Toumi,Rachid,Homme,36,Oujda,Célibataire,2020-12-02,2,12,December,2020,4
4811,857,610,561,9,457.54,4117.86,Bananes,Fruits,131.72,Litre,Espagne,Benslimane,Mohamed,Homme,45,Tanger,Marié(E),2020-05-06,6,5,May,2020,2
4812,229,258,155,4,209.76,839.04,Dattes,Fruits,187.7,Unité,États-Unis,El Fassi,Noura,Femme,44,Casablanca,Célibataire,2018-08-17,17,8,August,2018,3
4813,905,109,425,5,202.77,1013.85,Melon,Fruits,119.95,Litre,Espagne,Maaroufi,Soufiane,Homme,51,Agadir,Célibataire,2020-06-23,23,6,June,2020,2
4814,1435,180,673,3,431.84,1295.52,Poulet,Viandes,111.82,Litre,Espagne,Bouzid,Khadija,Femme,63,Tanger,Marié(E),2021-12-05,5,12,December,2021,4
4815,2067,828,192,8,445.78,3566.24,Lait,Produits Laitiers,146.07,Bouteille,Maroc,El Amrani,Hassan,Homme,29,Fès,Marié(E),2023-08-29,29,8,August,2023,3
4816,904,312,970,4,339.55,1358.2,Jus D’Orange,Boissons,121.41,Unité,Maroc,Ouazzani,Khadija,Femme,38,Agadir,Marié(E),2020-06-22,22,6,June,2020,2
4817,2157,922,40,9,69.07,621.63,Ventilateur,Électroménager,29.43,Litre,Maroc,Boukhari,Youssef,Homme,41,Rabat,Célibataire,2023-11-27,27,11,November,2023,4
4818,1657,27,160,10,149.31,1493.1,Courgettes,Légumes,116.64,Paquet,États-Unis,Boukhari,Amina,Femme,22,Marrakech,Célibataire,2022-07-15,15,7,July,2022,3
4819,471,547,760,2,304.43,608.86,Gel Douche,Hygiène,101.51,Kg,États-Unis,Kabbaj,Hassan,Homme,54,Kenitra,Célibataire,2019-04-16,16,4,April,2019,2
4820,1997,478,884,7,124.26,869.82,Croissant,Pâtisserie,171.11,Bouteille,États-Unis,El Amrani,Hassan,Homme,29,Tanger,Marié(E),2023-06-20,20,6,June,2023,2
4821,974,349,312,4,283.11,1132.44,Café,Boissons,150.0,Litre,France,Toumi,Noura,Femme,27,Kenitra,Marié(E),2020-08-31,31,8,August,2020,3
4822,1577,659,157,2,214.01,428.02,Eau De Javel,Produits Ménagers,146.14,Kg,États-Unis,Ouazzani,Rachid,Homme,42,Casablanca,Célibataire,2022-04-26,26,4,April,2022,2
4823,91,693,37,3,64.48,193.44,Café,Boissons,151.23,Paquet,France,Toumi,Noura,Femme,41,Kenitra,Marié(E),2018-04-01,1,4,April,2018,2
4824,275,713,549,10,286.44,2864.4,Dentifrice,Hygiène,176.14,Paquet,Maroc,Boukhari,Soufiane,Homme,50,Agadir,Marié(E),2018-10-02,2,10,October,2018,4
4825,963,427,760,1,83.14,83.14,Gel Douche,Hygiène,101.51,Kg,États-Unis,Maaroufi,Laila,Femme,62,Oujda,Marié(E),2020-08-20,20,8,August,2020,3
4826,153,919,556,5,375.04,1875.2,Fraises,Fruits,119.69,Kg,France,Bouzid,Hassan,Homme,18,Oujda,Célibataire,2018-06-02,2,6,June,2018,2
4827,1936,852,567,3,346.84,1040.52,Shampoing,Hygiène,62.37,Litre,France,Benali,Youssef,Homme,42,Fès,Marié(E),2023-04-20,20,4,April,2023,2
4828,761,256,475,9,201.28,1811.52,Poivrons,Légumes,122.79,Paquet,États-Unis,Maaroufi,Fatima,Femme,41,Tanger,Marié(E),2020-01-31,31,1,January,2020,1
4829,842,649,733,8,405.36,3242.88,Poulet,Viandes,73.77,Litre,Espagne,El Fassi,Fatima,Femme,56,Tanger,Marié(E),2020-04-21,21,4,April,2020,2
4830,1340,208,698,10,293.74,2937.4,Pommes De Terre,Légumes,150.94,Bouteille,Espagne,Benslimane,Hassan,Homme,39,Kenitra,Célibataire,2021-09-01,1,9,September,2021,3
4831,512,888,651,7,33.76,236.32,Carottes,Légumes,151.09,Litre,France,Benslimane,Hassan,Homme,36,Kenitra,Marié(E),2019-05-27,27,5,May,2019,2
4832,739,460,442,3,94.27,282.81,Lessive,Produits Ménagers,37.9,Unité,Maroc,Benslimane,Soufiane,Homme,60,Casablanca,Célibataire,2020-01-09,9,1,January,2020,1
4833,1197,347,531,7,487.39,3411.73,Carottes,Légumes,12.04,Bouteille,États-Unis,Kabbaj,Soufiane,Homme,19,Casablanca,Marié(E),2021-04-11,11,4,April,2021,2
4834,1603,562,576,6,28.23,169.38,Dentifrice,Hygiène,37.84,Unité,États-Unis,Ouazzani,Khadija,Femme,56,Agadir,Célibataire,2022-05-22,22,5,May,2022,2
4835,1371,937,406,3,348.67,1046.01,Melon,Fruits,171.86,Kg,France,Toumi,Hassan,Homme,59,Casablanca,Marié(E),2021-10-02,2,10,October,2021,4
4836,1193,556,823,10,8.96,89.6,Beurre,Produits Laitiers,41.81,Litre,États-Unis,Bouzid,Amina,Femme,34,Marrakech,Célibataire,2021-04-07,7,4,April,2021,2
4837,925,508,244,4,368.05,1472.2,Thé Vert,Boissons,44.15,Kg,États-Unis,El Amrani,Mohamed,Homme,20,Oujda,Marié(E),2020-07-13,13,7,July,2020,3
4838,469,311,56,10,303.5,3035.0,Beurre,Produits Laitiers,107.17,Litre,Maroc,Boukhari,Hassan,Homme,45,Rabat,Marié(E),2019-04-14,14,4,April,2019,2
4839,413,692,367,7,165.64,1159.48,Yaourt,Produits Laitiers,17.68,Paquet,Maroc,Boukhari,Laila,Femme,31,Oujda,Marié(E),2019-02-17,17,2,February,2019,1
4840,1159,15,562,7,135.32,947.24,Eau De Javel,Produits Ménagers,134.76,Kg,Espagne,Toumi,Laila,Femme,18,Casablanca,Célibataire,2021-03-04,4,3,March,2021,1
4841,88,433,883,1,107.98,107.98,Courgettes,Légumes,63.39,Unité,Maroc,Boukhari,Amina,Femme,22,Tanger,Célibataire,2018-03-29,29,3,March,2018,1
4842,319,4,459,9,284.21,2557.89,Eau De Javel,Produits Ménagers,176.18,Paquet,Maroc,Toumi,Hassan,Homme,43,Rabat,Marié(E),2018-11-15,15,11,November,2018,4
4843,1040,415,153,1,216.37,216.37,Couscous,Épicerie,84.58,Kg,France,Benslimane,Laila,Femme,63,Oujda,Marié(E),2020-11-05,5,11,November,2020,4
4844,1953,396,106,10,56.15,561.5,Yaourt,Produits Laitiers,103.82,Kg,Espagne,Boukhari,Fatima,Femme,34,Fès,Marié(E),2023-05-07,7,5,May,2023,2
4845,1309,39,604,7,193.82,1356.74,Poivrons,Légumes,53.14,Litre,France,Benali,Amina,Femme,39,Oujda,Marié(E),2021-08-01,1,8,August,2021,3
4846,1762,634,650,5,315.68,1578.4,Makrout,Pâtisserie,144.14,Unité,États-Unis,El Fassi,Youssef,Homme,47,Kenitra,Célibataire,2022-10-28,28,10,October,2022,4
4847,285,655,386,9,367.52,3307.68,Bœuf,Viandes,160.67,Bouteille,Maroc,Benslimane,Laila,Femme,38,Casablanca,Célibataire,2018-10-12,12,10,October,2018,4
4848,2147,324,602,5,391.05,1955.25,Sucre,Épicerie,87.34,Bouteille,France,Toumi,Rachid,Homme,31,Oujda,Marié(E),2023-11-17,17,11,November,2023,4
4849,307,238,906,7,212.35,1486.45,Mouton,Viandes,164.52,Unité,États-Unis,Ouazzani,Laila,Femme,43,Rabat,Célibataire,2018-11-03,3,11,November,2018,4
4850,299,267,536,9,203.33,1829.97,Brioche,Pâtisserie,114.88,Kg,États-Unis,Benali,Laila,Femme,64,Tanger,Célibataire,2018-10-26,26,10,October,2018,4
4851,1921,191,979,2,30.98,61.96,Mouton,Viandes,100.9,Kg,Maroc,Toumi,Youssef,Homme,44,Fès,Marié(E),2023-04-05,5,4,April,2023,2
4852,585,488,837,10,191.88,1918.8,Lentilles,Épicerie,95.5,Bouteille,Espagne,El Amrani,Laila,Femme,31,Agadir,Célibataire,2019-08-08,8,8,August,2019,3
4853,2145,288,962,8,494.71,3957.68,Pois Chiches,Épicerie,29.39,Kg,France,Boukhari,Rachid,Homme,41,Fès,Célibataire,2023-11-15,15,11,November,2023,4
4854,848,470,788,8,115.89,927.12,Lait,Produits Laitiers,48.75,Unité,États-Unis,Benslimane,Khadija,Femme,23,Casablanca,Marié(E),2020-04-27,27,4,April,2020,2
4855,2172,486,218,1,401.93,401.93,Bœuf,Viandes,28.12,Bouteille,France,Bouzid,Soufiane,Homme,56,Tanger,Marié(E),2023-12-12,12,12,December,2023,4
4856,945,285,956,8,216.52,1732.16,Mixeur,Électroménager,49.86,Bouteille,Espagne,Boukhari,Rachid,Homme,57,Fès,Célibataire,2020-08-02,2,8,August,2020,3
4857,250,40,436,9,471.61,4244.49,Mouton,Viandes,100.58,Litre,Espagne,Benslimane,Youssef,Homme,65,Kenitra,Marié(E),2018-09-07,7,9,September,2018,3
4858,1273,93,741,4,467.62,1870.48,Poulet,Viandes,80.81,Unité,France,El Fassi,Hassan,Homme,44,Fès,Marié(E),2021-06-26,26,6,June,2021,2
4859,1926,637,943,5,14.07,70.35,Lait,Produits Laitiers,190.56,Litre,États-Unis,Ouazzani,Youssef,Homme,49,Kenitra,Marié(E),2023-04-10,10,4,April,2023,2
4860,381,865,917,3,497.79,1493.37,Mouton,Viandes,146.57,Bouteille,Maroc,Benslimane,Soufiane,Homme,31,Agadir,Célibataire,2019-01-16,16,1,January,2019,1
4861,1977,493,374,4,114.04,456.16,Fromage,Produits Laitiers,156.18,Unité,États-Unis,Bouzid,Rachid,Homme,63,Oujda,Célibataire,2023-05-31,31,5,May,2023,2
4862,827,751,663,8,477.05,3816.4,Gel Douche,Hygiène,104.34,Kg,Maroc,El Fassi,Mohamed,Homme,42,Tanger,Marié(E),2020-04-06,6,4,April,2020,2
4863,301,43,833,1,213.02,213.02,Ventilateur,Électroménager,126.53,Kg,Maroc,Toumi,Soufiane,Homme,34,Casablanca,Célibataire,2018-10-28,28,10,October,2018,4
4864,1567,142,841,9,163.41,1470.69,Oignons,Légumes,194.12,Bouteille,États-Unis,El Amrani,Fatima,Femme,54,Tanger,Marié(E),2022-04-16,16,4,April,2022,2
4865,1139,259,88,2,24.18,48.36,Lait,Boissons,134.11,Litre,Espagne,El Amrani,Hassan,Homme,26,Fès,Célibataire,2021-02-12,12,2,February,2021,1
4866,2169,268,749,10,427.4,4274.0,Pommes De Terre,Légumes,48.14,Unité,Espagne,El Amrani,Laila,Femme,56,Agadir,Marié(E),2023-12-09,9,12,December,2023,4
4867,194,231,508,7,224.48,1571.36,Bananes,Fruits,10.33,Paquet,Maroc,Ouazzani,Amina,Femme,21,Kenitra,Marié(E),2018-07-13,13,7,July,2018,3
4868,420,687,968,10,181.29,1812.9,Lait,Boissons,63.61,Litre,États-Unis,Boukhari,Youssef,Homme,25,Marrakech,Célibataire,2019-02-24,24,2,February,2019,1
4869,1333,497,897,6,69.07,414.42,Croissant,Pâtisserie,146.55,Bouteille,États-Unis,El Amrani,Laila,Femme,47,Tanger,Marié(E),2021-08-25,25,8,August,2021,3
4870,53,792,191,2,145.19,290.38,Mixeur,Électroménager,160.9,Paquet,France,Ouazzani,Soufiane,Homme,19,Rabat,Célibataire,2018-02-22,22,2,February,2018,1
4871,1251,415,771,3,224.49,673.47,Lait,Boissons,120.14,Kg,France,Benslimane,Laila,Femme,63,Oujda,Marié(E),2021-06-04,4,6,June,2021,2
4872,1837,647,613,10,135.39,1353.9,Pommes De Terre,Légumes,164.73,Litre,Espagne,Kabbaj,Youssef,Homme,51,Oujda,Célibataire,2023-01-11,11,1,January,2023,1
4873,991,862,702,6,185.51,1113.06,Fer À Repasser,Électroménager,16.74,Litre,France,Boukhari,Fatima,Femme,60,Casablanca,Célibataire,2020-09-17,17,9,September,2020,3
4874,82,679,461,9,262.6,2363.4,Pastèque,Fruits,130.98,Paquet,États-Unis,El Amrani,Mohamed,Homme,48,Fès,Marié(E),2018-03-23,23,3,March,2018,1
4875,1554,307,359,3,473.88,1421.64,Shampoing,Hygiène,81.76,Unité,Espagne,Boukhari,Fatima,Femme,47,Oujda,Marié(E),2022-04-03,3,4,April,2022,2
4876,366,647,298,4,335.67,1342.68,Melon,Fruits,50.02,Litre,États-Unis,Kabbaj,Youssef,Homme,51,Oujda,Célibataire,2019-01-01,1,1,January,2019,1
4877,1720,699,170,3,46.45,139.35,Fromage,Produits Laitiers,36.18,Litre,Maroc,Boukhari,Noura,Femme,21,Rabat,Célibataire,2022-09-16,16,9,September,2022,3
4878,1818,194,521,1,361.08,361.08,Pommes De Terre,Légumes,192.94,Bouteille,Maroc,Benali,Khadija,Femme,37,Tanger,Célibataire,2022-12-23,23,12,December,2022,4
4879,1468,901,169,9,406.13,3655.17,Pois Chiches,Épicerie,81.24,Paquet,Maroc,Benslimane,Amina,Femme,62,Rabat,Marié(E),2022-01-07,7,1,January,2022,1
4880,345,373,608,4,409.58,1638.32,Dattes,Fruits,49.03,Unité,Espagne,Ouazzani,Laila,Femme,30,Oujda,Célibataire,2018-12-11,11,12,December,2018,4
4881,2166,313,342,9,393.15,3538.35,Courgettes,Légumes,49.11,Kg,Maroc,Kabbaj,Amina,Femme,22,Fès,Célibataire,2023-12-06,6,12,December,2023,4
4882,1747,358,322,7,262.66,1838.62,Lessive,Produits Ménagers,37.34,Bouteille,Espagne,Toumi,Fatima,Femme,47,Rabat,Célibataire,2022-10-13,13,10,October,2022,4
4883,619,559,119,8,128.63,1029.04,Liquide Vaisselle,Produits Ménagers,170.27,Unité,Espagne,Ouazzani,Khadija,Femme,35,Rabat,Marié(E),2019-09-11,11,9,September,2019,3
4884,852,892,810,7,147.62,1033.34,Oignons,Légumes,15.77,Litre,Maroc,Benali,Youssef,Homme,63,Casablanca,Marié(E),2020-05-01,1,5,May,2020,2
4885,594,533,934,9,269.37,2424.33,Tomates,Légumes,144.81,Unité,Espagne,Ouazzani,Amina,Femme,64,Marrakech,Célibataire,2019-08-17,17,8,August,2019,3
4886,1718,718,257,3,116.43,349.29,Soda,Boissons,22.05,Kg,France,Benali,Fatima,Femme,60,Kenitra,Célibataire,2022-09-14,14,9,September,2022,3
4887,784,222,860,1,406.32,406.32,Lait,Produits Laitiers,155.3,Bouteille,France,El Amrani,Rachid,Homme,52,Fès,Célibataire,2020-02-23,23,2,February,2020,1
4888,1387,162,876,10,108.36,1083.6,Ventilateur,Électroménager,81.0,Litre,États-Unis,Ouazzani,Fatima,Femme,60,Tanger,Célibataire,2021-10-18,18,10,October,2021,4
4889,161,599,362,8,312.89,2503.12,Sucre,Épicerie,77.07,Litre,Maroc,Bouzid,Hassan,Homme,50,Fès,Marié(E),2018-06-10,10,6,June,2018,2
4890,1831,117,253,10,289.69,2896.9,Pastèque,Fruits,11.94,Kg,Maroc,Maaroufi,Mohamed,Homme,22,Tanger,Célibataire,2023-01-05,5,1,January,2023,1
4891,1178,498,308,4,176.0,704.0,Poivrons,Légumes,89.28,Litre,France,Toumi,Khadija,Femme,55,Tanger,Marié(E),2021-03-23,23,3,March,2021,1
4892,1014,391,488,10,341.34,3413.4,Melon,Fruits,129.86,Bouteille,France,Bouzid,Laila,Femme,64,Oujda,Célibataire,2020-10-10,10,10,October,2020,4
4893,1011,26,156,6,470.51,2823.06,Jus D’Orange,Boissons,170.67,Litre,France,Toumi,Amina,Femme,59,Rabat,Célibataire,2020-10-07,7,10,October,2020,4
4894,743,267,382,4,436.51,1746.04,Bœuf,Viandes,95.96,Litre,Espagne,Benali,Laila,Femme,64,Tanger,Célibataire,2020-01-13,13,1,January,2020,1
4895,1767,749,650,8,346.34,2770.72,Makrout,Pâtisserie,144.14,Unité,États-Unis,Maaroufi,Amina,Femme,31,Oujda,Marié(E),2022-11-02,2,11,November,2022,4
4896,1157,970,808,4,167.04,668.16,Eau De Javel,Produits Ménagers,84.63,Litre,France,Kabbaj,Noura,Femme,44,Tanger,Célibataire,2021-03-02,2,3,March,2021,1
4897,1748,129,210,5,167.88,839.4,Jus D’Orange,Boissons,32.94,Kg,Espagne,Bouzid,Noura,Femme,31,Rabat,Marié(E),2022-10-14,14,10,October,2022,4
4898,1822,649,88,8,130.55,1044.4,Lait,Boissons,134.11,Litre,Espagne,El Fassi,Fatima,Femme,56,Tanger,Marié(E),2022-12-27,27,12,December,2022,4
4899,1072,804,750,7,153.46,1074.22,Bouilloire,Électroménager,14.57,Unité,Maroc,Benslimane,Laila,Femme,43,Marrakech,Marié(E),2020-12-07,7,12,December,2020,4
4900,1922,412,93,1,161.98,161.98,Bœuf,Viandes,193.03,Kg,Espagne,Ouazzani,Mohamed,Homme,61,Rabat,Marié(E),2023-04-06,6,4,April,2023,2
4901,925,447,656,6,102.77,616.62,Pastèque,Fruits,56.38,Litre,Maroc,Boukhari,Hassan,Homme,63,Oujda,Célibataire,2020-07-13,13,7,July,2020,3
4902,816,51,453,1,408.33,408.33,Oranges,Fruits,38.18,Litre,Maroc,Toumi,Amina,Femme,23,Tanger,Marié(E),2020-03-26,26,3,March,2020,1
4903,21,893,684,2,441.22,882.44,Bouilloire,Électroménager,174.72,Litre,France,Benali,Fatima,Femme,23,Oujda,Célibataire,2018-01-21,21,1,January,2018,1
4904,911,867,415,2,91.47,182.94,Poivrons,Légumes,110.82,Kg,États-Unis,Bouzid,Amina,Femme,35,Marrakech,Marié(E),2020-06-29,29,6,June,2020,2
4905,99,569,986,5,301.81,1509.05,Riz,Épicerie,50.29,Litre,Maroc,Benslimane,Amina,Femme,26,Marrakech,Marié(E),2018-04-09,9,4,April,2018,2
4906,193,490,980,5,350.93,1754.65,Lentilles,Épicerie,49.25,Bouteille,États-Unis,Toumi,Noura,Femme,42,Kenitra,Célibataire,2018-07-12,12,7,July,2018,3
4907,164,817,463,9,184.14,1657.26,Oignons,Légumes,53.58,Bouteille,Espagne,El Amrani,Amina,Femme,32,Rabat,Célibataire,2018-06-13,13,6,June,2018,2
4908,924,925,714,4,28.31,113.24,Yaourt,Produits Laitiers,159.65,Kg,Maroc,El Fassi,Youssef,Homme,64,Oujda,Célibataire,2020-07-12,12,7,July,2020,3
4909,574,778,831,5,272.87,1364.35,Café,Boissons,143.11,Litre,États-Unis,Bouzid,Mohamed,Homme,37,Tanger,Marié(E),2019-07-28,28,7,July,2019,3
4910,687,47,361,2,454.7,909.4,Café,Boissons,96.51,Paquet,France,Maaroufi,Laila,Femme,60,Tanger,Marié(E),2019-11-18,18,11,November,2019,4
4911,2114,925,603,5,51.67,258.35,Café,Boissons,116.34,Litre,États-Unis,El Fassi,Youssef,Homme,64,Oujda,Célibataire,2023-10-15,15,10,October,2023,4
4912,890,211,382,2,176.3,352.6,Bœuf,Viandes,95.96,Litre,Espagne,Boukhari,Noura,Femme,37,Kenitra,Marié(E),2020-06-08,8,6,June,2020,2
4913,350,903,729,4,423.84,1695.36,Soda,Boissons,55.97,Paquet,États-Unis,Toumi,Soufiane,Homme,51,Casablanca,Marié(E),2018-12-16,16,12,December,2018,4
4914,836,219,568,3,465.76,1397.28,Pommes De Terre,Légumes,90.61,Paquet,France,Toumi,Mohamed,Homme,41,Oujda,Célibataire,2020-04-15,15,4,April,2020,2
4915,808,479,708,4,370.03,1480.12,Pommes,Fruits,121.05,Bouteille,Espagne,Ouazzani,Youssef,Homme,45,Fès,Marié(E),2020-03-18,18,3,March,2020,1
4916,1027,711,287,7,69.57,486.99,Yaourt,Produits Laitiers,144.79,Kg,États-Unis,Kabbaj,Soufiane,Homme,24,Casablanca,Marié(E),2020-10-23,23,10,October,2020,4
4917,885,360,118,10,448.83,4488.3,Mixeur,Électroménager,178.3,Litre,France,Maaroufi,Fatima,Femme,50,Kenitra,Célibataire,2020-06-03,3,6,June,2020,2
4918,1488,683,282,1,263.37,263.37,Ventilateur,Électroménager,172.99,Bouteille,États-Unis,Benslimane,Amina,Femme,31,Marrakech,Célibataire,2022-01-27,27,1,January,2022,1
4919,811,110,964,9,473.87,4264.83,Melon,Fruits,21.91,Paquet,États-Unis,Toumi,Rachid,Homme,56,Kenitra,Marié(E),2020-03-21,21,3,March,2020,1
4920,853,347,248,6,490.97,2945.82,Fromage,Produits Laitiers,121.78,Paquet,France,Kabbaj,Soufiane,Homme,19,Casablanca,Marié(E),2020-05-02,2,5,May,2020,2
4921,1746,778,950,8,194.13,1553.04,Lentilles,Épicerie,138.69,Unité,Maroc,Bouzid,Mohamed,Homme,37,Tanger,Marié(E),2022-10-12,12,10,October,2022,4
4922,1253,471,940,4,80.49,321.96,Lentilles,Épicerie,133.88,Litre,Espagne,Benali,Fatima,Femme,61,Kenitra,Célibataire,2021-06-06,6,6,June,2021,2
4923,18,609,635,4,295.81,1183.24,Farine,Épicerie,195.94,Paquet,France,Benali,Amina,Femme,31,Oujda,Célibataire,2018-01-18,18,1,January,2018,1
4924,500,797,686,2,209.61,419.22,Soda,Boissons,116.4,Unité,France,Benali,Khadija,Femme,59,Casablanca,Célibataire,2019-05-15,15,5,May,2019,2
4925,1233,239,848,8,305.95,2447.6,Dentifrice,Hygiène,43.07,Litre,Espagne,El Fassi,Mohamed,Homme,19,Kenitra,Célibataire,2021-05-17,17,5,May,2021,2
4926,1961,481,463,8,132.91,1063.28,Oignons,Légumes,53.58,Bouteille,Espagne,Ouazzani,Rachid,Homme,48,Rabat,Célibataire,2023-05-15,15,5,May,2023,2
4927,329,14,669,3,325.79,977.37,Café,Boissons,10.3,Paquet,Maroc,Ouazzani,Laila,Femme,37,Tanger,Marié(E),2018-11-25,25,11,November,2018,4
4928,1324,90,875,7,163.93,1147.51,Jus D’Orange,Boissons,120.66,Litre,Maroc,Bouzid,Hassan,Homme,57,Oujda,Célibataire,2021-08-16,16,8,August,2021,3
4929,1153,519,397,4,319.1,1276.4,Fromage,Produits Laitiers,163.71,Bouteille,États-Unis,Boukhari,Soufiane,Homme,28,Fès,Célibataire,2021-02-26,26,2,February,2021,1
